# 230117-151707
f-NWNMXTLN::step01::sent01::000::CUTRES,RESULT,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::007::CRL,1,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::010::CRL,2,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::012::CRL,3,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::014::CRL,4,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::016::CRL,5,f-NWNMXTLN::step01::sent01::000
f-NWNMXTLN::step01::sent01::002::CUTRES,RESULT,f-NWNMXTLN::step01::sent01::002
f-NWNMXTLN::step01::sent01::000::CUTRES,1,f-NWNMXTLN::step01::sent01::002
f-NWNMXTLN::step02::sent01::000::CUTRES,RESULT,f-NWNMXTLN::step02::sent01::000
f-NWNMXTLN::step01::sent01::002::CUTRES,1,f-NWNMXTLN::step02::sent01::000
f-NWNMXTLN::step01::sent01::002::CUTRES,CUI,f-NWNMXTLN::step02::sent01::008::CRL
f-NWNMXTLN::step02::sent01::002::CUTRES1,RESULT,f-NWNMXTLN::step02::sent01::002
f-NWNMXTLN::step02::sent01::002::CUTRES2,RESULT,f-NWNMXTLN::step02::sent01::002
f-NWNMXTLN::step02::sent01::000::CUTRES,1,f-NWNMXTLN::step02::sent01::002
f-NWNMXTLN::step03::sent01::000::CUTRES1,RESULT,f-NWNMXTLN::step03::sent01::000
f-NWNMXTLN::step03::sent01::000::CUTRES2,RESULT,f-NWNMXTLN::step03::sent01::000
f-NWNMXTLN::step03::sent01::005::CRL,1,f-NWNMXTLN::step03::sent01::000
f-NWNMXTLN::step03::sent01::009::CUTRES,RESULT,f-NWNMXTLN::step03::sent01::009
f-NWNMXTLN::step03::sent01::009::CUTRES,CUI,f-NWNMXTLN::step03::sent01::014::CRL
f-NWNMXTLN::step03::sent01::000::CUTRES2,1,f-NWNMXTLN::step03::sent01::009
f-NWNMXTLN::step03::sent01::000::CUTRES2,CUI,f-NWNMXTLN::step03::sent01::012::CRL
f-NWNMXTLN::step03::sent02::000::CUTRES,RESULT,f-NWNMXTLN::step03::sent02::000
f-NWNMXTLN::step03::sent01::009::CUTRES,1,f-NWNMXTLN::step03::sent02::000
f-NWNMXTLN::step03::sent01::009::CUTRES,CUI,f-NWNMXTLN::step03::sent02::001::SRL::0::SRLINGREDIENT
f-NWNMXTLN::step02::sent01::002::CUTRES1,2,f-NWNMXTLN::step03::sent02::000
f-NWNMXTLN::step02::sent01::002::CUTRES1,CUI,f-NWNMXTLN::step03::sent02::005::CRL
f-NWNMXTLN::step04::sent01::000::CUTRES,RESULT,f-NWNMXTLN::step04::sent01::000
f-NWNMXTLN::step03::sent02::000::CUTRES,1,f-NWNMXTLN::step04::sent01::000
f-NWNMXTLN::step04::sent01::003::CRL,2,f-NWNMXTLN::step04::sent01::000
f-NWNMXTLN::step04::sent01::002::CUTRES,RESULT,f-NWNMXTLN::step04::sent01::002
f-NWNMXTLN::step04::sent01::000::CUTRES,1,f-NWNMXTLN::step04::sent01::002
f-NWNMXTLN::step05::sent01::000::CUTRES1,RESULT,f-NWNMXTLN::step05::sent01::000
f-NWNMXTLN::step05::sent01::000::CUTRES1,CUI,f-NWNMXTLN::step05::sent01::002::CRL
f-NWNMXTLN::step05::sent01::000::CUTRES2,RESULT,f-NWNMXTLN::step05::sent01::000
f-NWNMXTLN::step03::sent01::000::CUTRES1,1,f-NWNMXTLN::step05::sent01::000
f-NWNMXTLN::step05::sent02::000::CUTRES,RESULT,f-NWNMXTLN::step05::sent02::000
f-NWNMXTLN::step05::sent01::000::CUTRES1,1,f-NWNMXTLN::step05::sent02::000
f-NWNMXTLN::step04::sent01::002::CUTRES,2,f-NWNMXTLN::step05::sent02::000
f-NWNMXTLN::step04::sent01::002::CUTRES,CUI,f-NWNMXTLN::step05::sent02::004::CRL
f-NWNMXTLN::step05::sent02::008::CUTRES,RESULT,f-NWNMXTLN::step05::sent02::008
f-NWNMXTLN::step05::sent02::000::CUTRES,1,f-NWNMXTLN::step05::sent02::008
f-NWNMXTLN::step05::sent01::000::CUTRES2,2,f-NWNMXTLN::step05::sent02::008
f-NWNMXTLN::step05::sent01::000::CUTRES2,CUI,f-NWNMXTLN::step05::sent02::012::CRL
f-NWNMXTLN::step06::sent01::000::CUTRES,RESULT,f-NWNMXTLN::step06::sent01::000
f-NWNMXTLN::step05::sent02::008::CUTRES,1,f-NWNMXTLN::step06::sent01::000
f-NWNMXTLN::step05::sent02::008::CUTRES,PARTOF,f-NWNMXTLN::step06::sent01::019::CRL
f-NWNMXTLN::step02::sent01::002::CUTRES2,2,f-NWNMXTLN::step06::sent01::000
f-NWNMXTLN::step02::sent01::002::CUTRES2,PARTOF,f-NWNMXTLN::step06::sent01::014::CRL
f-NWNMXTLN::step02::sent01::002::CUTRES2,PARTOF,f-NWNMXTLN::step06::sent01::012::CRL
f-NWNMXTLN::step02::sent01::002::CUTRES2,PARTOF,f-NWNMXTLN::step06::sent01::010::CRL
