# 230110-100204
f-THFWK7D6::step03::sent01::005::CUTRES,RESULT,f-THFWK7D6::step03::sent01::005
f-THFWK7D6::step03::sent01::008::CRL,1,f-THFWK7D6::step03::sent01::005
f-THFWK7D6::step03::sent01::010::CRL,2,f-THFWK7D6::step03::sent01::005
f-THFWK7D6::step03::sent01::012::CRL,3,f-THFWK7D6::step03::sent01::005
f-THFWK7D6::step03::sent01::014::CRL,4,f-THFWK7D6::step03::sent01::005
f-THFWK7D6::step04::sent01::000::CUTRES,RESULT,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step03::sent01::005::CUTRES,1,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step04::sent01::003::CRL,2,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step04::sent01::005::CRL,3,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step04::sent01::007::CRL,4,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step04::sent01::009::CRL,5,f-THFWK7D6::step04::sent01::000
f-THFWK7D6::step05::sent01::000::CUTRES,RESULT,f-THFWK7D6::step05::sent01::000
f-THFWK7D6::step04::sent01::000::CUTRES,1,f-THFWK7D6::step05::sent01::000
f-THFWK7D6::step06::sent01::000::CUTRES,RESULT,f-THFWK7D6::step06::sent01::000
f-THFWK7D6::step05::sent01::000::CUTRES,1,f-THFWK7D6::step06::sent01::000
f-THFWK7D6::step07::sent01::000::CUTRES,RESULT,f-THFWK7D6::step07::sent01::000
f-THFWK7D6::step07::sent01::000::CUTRES,PARTOF,f-THFWK7D6::step07::sent01::013::CRL
f-THFWK7D6::step06::sent01::000::CUTRES,1,f-THFWK7D6::step07::sent01::000
f-THFWK7D6::step08::sent01::001::CUTRES,RESULT,f-THFWK7D6::step08::sent01::001
f-THFWK7D6::step07::sent01::000::CUTRES,1,f-THFWK7D6::step08::sent01::001
f-THFWK7D6::step08::sent01::001::CUTRES,1,f-THFWK7D6::@FINALIZE
f-THFWK7D6::FINALRES,RESULT,f-THFWK7D6::@FINALIZE
