# 230113-105348
f-QSZCGZJG::step01::sent01::000::CUTRES,RESULT,f-QSZCGZJG::step01::sent01::000
f-QSZCGZJG::step01::sent01::006::CRL,1,f-QSZCGZJG::step01::sent01::000
f-QSZCGZJG::step01::sent01::009::CUTRES,RESULT,f-QSZCGZJG::step01::sent01::009
f-QSZCGZJG::step01::sent01::011::CRL,1,f-QSZCGZJG::step01::sent01::009
f-QSZCGZJG::step01::sent01::013::CRL,2,f-QSZCGZJG::step01::sent01::009
f-QSZCGZJG::step01::sent01::015::CRL,3,f-QSZCGZJG::step01::sent01::009
f-QSZCGZJG::step01::sent01::000::CUTRES,4,f-QSZCGZJG::step01::sent01::009
f-QSZCGZJG::step01::sent02::002::CUTRES,RESULT,f-QSZCGZJG::step01::sent02::002
f-QSZCGZJG::step01::sent01::009::CUTRES,1,f-QSZCGZJG::step01::sent02::002
f-QSZCGZJG::step01::sent01::009::CUTRES,CUI,f-QSZCGZJG::step01::sent02::001::SRL::1::SRLINGREDIENT
f-QSZCGZJG::step01::sent03::000::CUTRES,RESULT,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step01::sent03::002::CRL,1,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step01::sent03::005::CRL,2,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step01::sent03::008::CRL,3,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step01::sent03::011::CRL,4,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step01::sent02::002::CUTRES,5,f-QSZCGZJG::step01::sent03::000
f-QSZCGZJG::step02::sent01::000::CUTRES,RESULT,f-QSZCGZJG::step02::sent01::000
f-QSZCGZJG::step01::sent03::000::CUTRES,1,f-QSZCGZJG::step02::sent01::000
f-QSZCGZJG::step01::sent03::000::CUTRES,PARTOF,f-QSZCGZJG::step02::sent01::011::CRL
f-QSZCGZJG::step01::sent03::000::CUTRES,PARTOF,f-QSZCGZJG::step02::sent01::006::CRL
f-QSZCGZJG::step01::sent03::000::CUTRES,CUI,f-QSZCGZJG::step02::sent01::001::SRL::0::SRLINGREDIENT
f-QSZCGZJG::step03::sent01::000::CUTRES,RESULT,f-QSZCGZJG::step03::sent01::000
f-QSZCGZJG::step03::sent01::002::CRL,1,f-QSZCGZJG::step03::sent01::000
f-QSZCGZJG::step02::sent01::000::CUTRES,2,f-QSZCGZJG::step03::sent01::000
f-QSZCGZJG::step03::sent02::000::CUTRES,RESULT,f-QSZCGZJG::step03::sent02::000
f-QSZCGZJG::step03::sent01::000::CUTRES,1,f-QSZCGZJG::step03::sent02::000
f-QSZCGZJG::step03::sent02::007::CUTRES,RESULT,f-QSZCGZJG::step03::sent02::007
f-QSZCGZJG::step03::sent02::009::CRL,1,f-QSZCGZJG::step03::sent02::007
f-QSZCGZJG::step03::sent02::000::CUTRES,2,f-QSZCGZJG::step03::sent02::007
f-QSZCGZJG::step04::sent01::000::CUTRES,RESULT,f-QSZCGZJG::step04::sent01::000
f-QSZCGZJG::step04::sent01::002::CRL,1,f-QSZCGZJG::step04::sent01::000
f-QSZCGZJG::step03::sent02::007::CUTRES,1,f-QSZCGZJG::@FINALIZE
f-QSZCGZJG::step04::sent01::000::CUTRES,2,f-QSZCGZJG::@FINALIZE
f-QSZCGZJG::FINALRES,RESULT,f-QSZCGZJG::@FINALIZE
