# 230117-160829
f-MMSZLRHM::step01::sent01::005::CUTRES,RESULT,f-MMSZLRHM::step01::sent01::005
f-MMSZLRHM::step01::sent01::007::CRL,1,f-MMSZLRHM::step01::sent01::005
f-MMSZLRHM::step01::sent01::014::CUTRES,RESULT,f-MMSZLRHM::step01::sent01::014
f-MMSZLRHM::step01::sent01::005::CUTRES,1,f-MMSZLRHM::step01::sent01::014
f-MMSZLRHM::step01::sent01::016::CRL,2,f-MMSZLRHM::step01::sent01::014
f-MMSZLRHM::step02::sent01::000::CUTRES,RESULT,f-MMSZLRHM::step02::sent01::000
f-MMSZLRHM::step01::sent01::014::CUTRES,1,f-MMSZLRHM::step02::sent01::000
f-MMSZLRHM::step02::sent01::002::CRL,2,f-MMSZLRHM::step02::sent01::000
f-MMSZLRHM::step02::sent01::004::CRL,3,f-MMSZLRHM::step02::sent01::000
f-MMSZLRHM::step02::sent01::010::CRL,4,f-MMSZLRHM::step02::sent01::000
f-MMSZLRHM::step02::sent02::006::CUTRES,RESULT,f-MMSZLRHM::step02::sent02::006
f-MMSZLRHM::step02::sent02::006::CUTRES,PARTOF,f-MMSZLRHM::step02::sent02::009::CRL
f-MMSZLRHM::step02::sent01::000::CUTRES,1,f-MMSZLRHM::step02::sent02::006
f-MMSZLRHM::step02::sent03::000::CUTRES,RESULT,f-MMSZLRHM::step02::sent03::000
f-MMSZLRHM::step02::sent02::006::CUTRES,1,f-MMSZLRHM::step02::sent03::000
f-MMSZLRHM::step02::sent03::003::CRL,2,f-MMSZLRHM::step02::sent03::000
f-MMSZLRHM::step02::sent03::007::CRL,3,f-MMSZLRHM::step02::sent03::000
f-MMSZLRHM::step02::sent03::011::CRL,4,f-MMSZLRHM::step02::sent03::000
f-MMSZLRHM::step03::sent01::004::CUTRES,RESULT,f-MMSZLRHM::step03::sent01::004
f-MMSZLRHM::step02::sent03::000::CUTRES,1,f-MMSZLRHM::step03::sent01::004
f-MMSZLRHM::step03::sent01::006::CUTRES,RESULT,f-MMSZLRHM::step03::sent01::006
f-MMSZLRHM::step03::sent01::004::CUTRES,1,f-MMSZLRHM::step03::sent01::006
f-MMSZLRHM::step03::sent01::008::CUTRES,RESULT,f-MMSZLRHM::step03::sent01::008
f-MMSZLRHM::step03::sent01::008::CUTRES,PARTOF,f-MMSZLRHM::step03::sent01::013::CRL
f-MMSZLRHM::step03::sent01::006::CUTRES,1,f-MMSZLRHM::step03::sent01::008
f-MMSZLRHM::step04::sent01::000::CUTRES,RESULT,f-MMSZLRHM::step04::sent01::000
f-MMSZLRHM::step03::sent01::008::CUTRES,1,f-MMSZLRHM::step04::sent01::000
f-MMSZLRHM::step03::sent01::008::CUTRES,CUI,f-MMSZLRHM::step04::sent01::002::CRL
f-MMSZLRHM::step04::sent01::008::CUTRES,RESULT,f-MMSZLRHM::step04::sent01::008
