# 230107-010022
f-627L5MNN::step03::sent01::004::CUTRES,RESULT,f-627L5MNN::step03::sent01::004
f-627L5MNN::step03::sent01::005::CRL,1,f-627L5MNN::step03::sent01::004
f-627L5MNN::step03::sent01::007::CRL,2,f-627L5MNN::step03::sent01::004
f-627L5MNN::step03::sent02::000::CUTRES,RESULT,f-627L5MNN::step03::sent02::000
f-627L5MNN::step03::sent01::004::CUTRES,1,f-627L5MNN::step03::sent02::000
f-627L5MNN::step03::sent02::002::CRL,2,f-627L5MNN::step03::sent02::000
f-627L5MNN::step03::sent02::004::CRL,3,f-627L5MNN::step03::sent02::000
f-627L5MNN::step03::sent03::000::CUTRES,RESULT,f-627L5MNN::step03::sent03::000
f-627L5MNN::step03::sent03::000::CUTRES,CUI,f-627L5MNN::step03::sent03::012::CRL
f-627L5MNN::step03::sent02::000::CUTRES,1,f-627L5MNN::step03::sent03::000
f-627L5MNN::step03::sent03::002::CRL,2,f-627L5MNN::step03::sent03::000
f-627L5MNN::step03::sent03::004::CRL,3,f-627L5MNN::step03::sent03::000
f-627L5MNN::step04::sent01::000::CUTRES,RESULT,f-627L5MNN::step04::sent01::000
f-627L5MNN::step04::sent01::005::CRL,1,f-627L5MNN::step04::sent01::000
f-627L5MNN::step05::sent01::000::CUTRES,RESULT,f-627L5MNN::step05::sent01::000
f-627L5MNN::step03::sent03::000::CUTRES,1,f-627L5MNN::step05::sent01::000
f-627L5MNN::step03::sent03::000::CUTRES,CUI,f-627L5MNN::step05::sent01::007::CRL
f-627L5MNN::step05::sent01::010::CUTRES,RESULT,f-627L5MNN::step05::sent01::010
f-627L5MNN::step04::sent01::000::CUTRES,1,f-627L5MNN::step05::sent01::010
f-627L5MNN::step04::sent01::000::CUTRES,CUI,f-627L5MNN::step05::sent01::012::CRL
f-627L5MNN::step05::sent01::000::CUTRES,2,f-627L5MNN::step05::sent01::010
f-627L5MNN::step05::sent02::000::CUTRES,RESULT,f-627L5MNN::step05::sent02::000
f-627L5MNN::step05::sent01::010::CUTRES,1,f-627L5MNN::step05::sent02::000
f-627L5MNN::step05::sent02::006::CUTRES,RESULT,f-627L5MNN::step05::sent02::006
f-627L5MNN::step05::sent02::000::CUTRES,1,f-627L5MNN::step05::sent02::006
f-627L5MNN::step06::sent01::000::CUTRES,RESULT,f-627L5MNN::step06::sent01::000
f-627L5MNN::step06::sent01::000::CUTRES,PARTOF,f-627L5MNN::step06::sent01::007::CRL
f-627L5MNN::step05::sent02::006::CUTRES,1,f-627L5MNN::step06::sent01::000
f-627L5MNN::step06::sent02::000::CUTRES,RESULT,f-627L5MNN::step06::sent02::000
f-627L5MNN::step06::sent01::000::CUTRES,1,f-627L5MNN::step06::sent02::000
f-627L5MNN::step06::sent01::000::CUTRES,CUI,f-627L5MNN::step06::sent02::001::CRL
f-627L5MNN::step07::sent01::000::CUTRES,RESULT,f-627L5MNN::step07::sent01::000
f-627L5MNN::step06::sent02::000::CUTRES,1,f-627L5MNN::step07::sent01::000
f-627L5MNN::step07::sent01::004::CRL,2,f-627L5MNN::step07::sent01::000
f-627L5MNN::step07::sent01::000::CUTRES,1,f-627L5MNN::@FINALIZE
f-627L5MNN::FINALRES,RESULT,f-627L5MNN::@FINALIZE
