# 230112-232552
f-FPPYSD3K::step01::sent01::000::CUTRES,RESULT,f-FPPYSD3K::step01::sent01::000
f-FPPYSD3K::step01::sent01::000::CUTRES,CUI,f-FPPYSD3K::step01::sent01::006::CRL
f-FPPYSD3K::step01::sent01::003::CRL,1,f-FPPYSD3K::step01::sent01::000
f-FPPYSD3K::step01::sent01::013::CUTRES,RESULT,f-FPPYSD3K::step01::sent01::013
f-FPPYSD3K::step01::sent01::000::CUTRES,1,f-FPPYSD3K::step01::sent01::013
f-FPPYSD3K::step02::sent01::000::CUTRES,RESULT,f-FPPYSD3K::step02::sent01::000
f-FPPYSD3K::step02::sent01::007::CRL,1,f-FPPYSD3K::step02::sent01::000
f-FPPYSD3K::step03::sent01::000::CUTRES,RESULT,f-FPPYSD3K::step03::sent01::000
f-FPPYSD3K::step01::sent01::013::CUTRES,1,f-FPPYSD3K::step03::sent01::000
f-FPPYSD3K::step01::sent01::013::CUTRES,CUI,f-FPPYSD3K::step03::sent01::005::CRL
f-FPPYSD3K::step03::sent01::002::CRL,2,f-FPPYSD3K::step03::sent01::000
f-FPPYSD3K::step03::sent01::010::CUTRES,RESULT,f-FPPYSD3K::step03::sent01::010
f-FPPYSD3K::step02::sent01::000::CUTRES,1,f-FPPYSD3K::step03::sent01::010
f-FPPYSD3K::step02::sent01::000::CUTRES,METONYM,f-FPPYSD3K::step03::sent01::013::CRL
f-FPPYSD3K::step03::sent01::000::CUTRES,2,f-FPPYSD3K::step03::sent01::010
f-FPPYSD3K::step04::sent01::000::CUTRES,RESULT,f-FPPYSD3K::step04::sent01::000
f-FPPYSD3K::step03::sent01::010::CUTRES,1,f-FPPYSD3K::step04::sent01::000
f-FPPYSD3K::step03::sent01::010::CUTRES,CUI,f-FPPYSD3K::step04::sent01::002::CRL
f-FPPYSD3K::step04::sent01::005::CRL,2,f-FPPYSD3K::step04::sent01::000
f-FPPYSD3K::step04::sent01::008::CUTRES,RESULT,f-FPPYSD3K::step04::sent01::008
f-FPPYSD3K::step04::sent01::012::CRL,1,f-FPPYSD3K::step04::sent01::008
f-FPPYSD3K::step04::sent01::014::CRL,2,f-FPPYSD3K::step04::sent01::008
f-FPPYSD3K::step04::sent01::000::CUTRES,3,f-FPPYSD3K::step04::sent01::008
f-FPPYSD3K::step04::sent01::008::CUTRES,1,f-FPPYSD3K::@FINALIZE
f-FPPYSD3K::FINALRES,RESULT,f-FPPYSD3K::@FINALIZE
