# 230116-085323
f-QSNYFL4Q::step01::sent01::000::CUTRES,RESULT,f-QSNYFL4Q::step01::sent01::000
f-QSNYFL4Q::step01::sent01::002::CRL,1,f-QSNYFL4Q::step01::sent01::000
f-QSNYFL4Q::step01::sent01::009::CUTRES,RESULT,f-QSNYFL4Q::step01::sent01::009
f-QSNYFL4Q::step01::sent01::000::CUTRES,1,f-QSNYFL4Q::step01::sent01::009
f-QSNYFL4Q::step01::sent01::014::CUTRES,RESULT,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent01::022::CRL,1,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent01::024::CRL,2,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent01::027::CRL,3,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent01::029::CRL,4,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent01::009::CUTRES,5,f-QSNYFL4Q::step01::sent01::014
f-QSNYFL4Q::step01::sent02::000::CUTRES,RESULT,f-QSNYFL4Q::step01::sent02::000
f-QSNYFL4Q::step01::sent01::014::CUTRES,1,f-QSNYFL4Q::step01::sent02::000
f-QSNYFL4Q::step01::sent02::006::CUTRES,RESULT,f-QSNYFL4Q::step01::sent02::006
f-QSNYFL4Q::step01::sent02::000::CUTRES,1,f-QSNYFL4Q::step01::sent02::006
f-QSNYFL4Q::step01::sent03::005::CUTRES,RESULT,f-QSNYFL4Q::step01::sent03::005
f-QSNYFL4Q::step01::sent02::006::CUTRES,1,f-QSNYFL4Q::step01::sent03::005
f-QSNYFL4Q::step01::sent02::006::CUTRES,CUI,f-QSNYFL4Q::step01::sent03::002::CRL
f-QSNYFL4Q::step01::sent03::010::CUTRES1,RESULT,f-QSNYFL4Q::step01::sent03::010
f-QSNYFL4Q::step01::sent03::010::CUTRES2,RESULT,f-QSNYFL4Q::step01::sent03::010
f-QSNYFL4Q::step01::sent03::005::CUTRES,1,f-QSNYFL4Q::step01::sent03::010
f-QSNYFL4Q::step01::sent03::005::CUTRES,CUI,f-QSNYFL4Q::step01::sent03::011::SRL::3::SRLINGREDIENT
f-QSNYFL4Q::step01::sent04::008,COMMENT,"This step is essentially discarding RES2.strain (stalk). But we don't have a way to make that CUI first and then discard, so I will use this step for CUI link and then discard it in the next step."
f-QSNYFL4Q::step01::sent04::008::CUTRES,RESULT,f-QSNYFL4Q::step01::sent04::008
f-QSNYFL4Q::step01::sent03::010::CUTRES2,2,f-QSNYFL4Q::step01::sent04::008
f-QSNYFL4Q::step01::sent03::010::CUTRES2,CUI,f-QSNYFL4Q::step01::sent04::001::CRL
f-QSNYFL4Q::step02::sent01::006::CUTRES,RESULT,f-QSNYFL4Q::step02::sent01::006
f-QSNYFL4Q::step01::sent03::010::CUTRES1,1,f-QSNYFL4Q::step02::sent01::006
f-QSNYFL4Q::step01::sent03::010::CUTRES1,CUI,f-QSNYFL4Q::step02::sent01::002::CRL
f-QSNYFL4Q::step02::sent01::008::CUTRES,RESULT,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step02::sent01::010::CRL,1,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step02::sent01::012::CRL,2,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step02::sent01::014::CRL,3,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step02::sent01::018::CRL,4,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step02::sent01::006::CUTRES,5,f-QSNYFL4Q::step02::sent01::008
f-QSNYFL4Q::step03::sent01::002::CUTRES,RESULT,f-QSNYFL4Q::step03::sent01::002
f-QSNYFL4Q::step02::sent01::008::CUTRES,1,f-QSNYFL4Q::step03::sent01::002
f-QSNYFL4Q::step03::sent01::004::CRL,2,f-QSNYFL4Q::step03::sent01::002
f-QSNYFL4Q::step05::sent01::000::CUTRES,RESULT,f-QSNYFL4Q::step05::sent01::000
f-QSNYFL4Q::step05::sent01::000::CUTRES,PARTOF,f-QSNYFL4Q::step05::sent01::003::CRL
f-QSNYFL4Q::step03::sent01::002::CUTRES,1,f-QSNYFL4Q::step05::sent01::000
f-QSNYFL4Q::step06::sent01::000::CUTRES,RESULT,f-QSNYFL4Q::step06::sent01::000
f-QSNYFL4Q::step05::sent01::000::CUTRES,1,f-QSNYFL4Q::step06::sent01::000
f-QSNYFL4Q::step06::sent01::002::CRL,2,f-QSNYFL4Q::step06::sent01::000
f-QSNYFL4Q::step06::sent01::005::CRL,3,f-QSNYFL4Q::step06::sent01::000
f-QSNYFL4Q::step06::sent01::000::CUTRES,1,f-QSNYFL4Q::@FINALIZE
f-QSNYFL4Q::FINALRES,RESULT,f-QSNYFL4Q::@FINALIZE
